Replicate,File Name,Molecule List,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Isotope Label Type,Best Retention Time,Acquired Time,Molecule Note,Max Height,Total Area
INR_1000_A,6495c_CE_pos_INR_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.19,5/1/2024 21:09,RT NOT CONFIRMED,4463,28286
INR_1000_B,6495c_CE_pos_INR_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.22,5/1/2024 18:53,RT NOT CONFIRMED,2968,20589
INR_1000_C,6495c_CE_pos_INR_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.15,5/2/2024 2:16,RT NOT CONFIRMED,4376,31236
wakeup_01,6495c_CE_pos_wakeup_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 8:41,DETECTED. RT confirmed at 4.8,0,0
cleanup_01,6495c_CE_pos_cleanup_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/2/2024 3:24,DETECTED. RT confirmed at 4.8,0,0
PQC_01,6495c_CE_pos_PQC_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.51,5/1/2024 13:47,DETECTED. RT confirmed at 4.8,18426,104841
PQC_02,6495c_CE_pos_PQC_02.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 14:04,DETECTED. RT confirmed at 4.8,16735,99742
PQC_03,6495c_CE_pos_PQC_03.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.52,5/1/2024 14:21,DETECTED. RT confirmed at 4.8,17130,97301
PQC_04,6495c_CE_pos_PQC_04.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 14:38,DETECTED. RT confirmed at 4.8,17964,99371
PQC_05,6495c_CE_pos_PQC_05.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 16:37,DETECTED. RT confirmed at 4.8,16489,93577
PQC_06,6495c_CE_pos_PQC_06.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.46,5/1/2024 18:36,DETECTED. RT confirmed at 4.8,17589,95619
PQC_07,6495c_CE_pos_PQC_07.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.43,5/1/2024 20:35,DETECTED. RT confirmed at 4.8,15591,92552
PQC_08,6495c_CE_pos_PQC_08.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/1/2024 22:35,DETECTED. RT confirmed at 4.8,14317,70279
PQC_09,6495c_CE_pos_PQC_09.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/2/2024 0:34,DETECTED. RT confirmed at 4.8,13380,67555
PQC_10,6495c_CE_pos_PQC_10.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.42,5/2/2024 2:33,DETECTED. RT confirmed at 4.8,13314,70985
mb_A_01,6495c_CE_pos_mb_A_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 13:13,DETECTED. RT confirmed at 4.8,0,0
mb_A_02,6495c_CE_pos_mb_A_02.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.43,5/2/2024 2:50,DETECTED. RT confirmed at 4.8,262,52
mb_B_01,6495c_CE_pos_mb_B_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 13:30,DETECTED. RT confirmed at 4.8,0,0
mb_B_02,6495c_CE_pos_mb_B_02.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/2/2024 3:07,DETECTED. RT confirmed at 4.8,0,0
sb_00,6495c_CE_pos_sb_00.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 8:58,DETECTED. RT confirmed at 4.8,0,0
sb_01,6495c_CE_pos_sb_01.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 10:06,DETECTED. RT confirmed at 4.8,0,0
sb_02,6495c_CE_pos_sb_02.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.47,5/1/2024 12:56,DETECTED. RT confirmed at 4.8,0,0
WT_0_A,6495c_CE_pos_WT_0A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.39,5/2/2024 1:42,DETECTED. RT confirmed at 4.8,24603,124631
WT_0_B,6495c_CE_pos_WT_0B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 16:20,DETECTED. RT confirmed at 4.8,29677,176117
WT_0_C,6495c_CE_pos_WT_0C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 16:54,DETECTED. RT confirmed at 4.8,35391,205600
WT_10_A,6495c_CE_pos_WT_10A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.42,5/1/2024 22:18,DETECTED. RT confirmed at 4.8,22210,122731
WT_10_B,6495c_CE_pos_WT_10B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 16:03,DETECTED. RT confirmed at 4.8,16477,97340
WT_10_C,6495c_CE_pos_WT_10C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 17:45,DETECTED. RT confirmed at 4.8,19819,115122
WT_100_A,6495c_CE_pos_WT_100A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.43,5/1/2024 20:52,DETECTED. RT confirmed at 4.8,25783,161905
WT_100_B,6495c_CE_pos_WT_100B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 15:29,DETECTED. RT confirmed at 4.8,19166,112009
WT_100_C,6495c_CE_pos_WT_100C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/2/2024 0:00,DETECTED. RT confirmed at 4.8,17690,83124
WT_1000_A,6495c_CE_pos_WT_1000A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 21:26,DETECTED. RT confirmed at 4.8,20297,106680
WT_1000_B,6495c_CE_pos_WT_1000B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 17:28,DETECTED. RT confirmed at 4.8,25200,140497
WT_1000_C,6495c_CE_pos_WT_1000C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 20:18,DETECTED. RT confirmed at 4.8,21162,109834
IN_0_A,6495c_CE_pos_IN_0A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.45,5/1/2024 19:44,DETECTED. RT confirmed at 4.8,13731,87203
IN_0_B,6495c_CE_pos_IN_0B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/2/2024 1:25,DETECTED. RT confirmed at 4.8,17441,86599
IN_0_C,6495c_CE_pos_IN_0C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 18:02,DETECTED. RT confirmed at 4.8,17484,100078
IN_10_A,6495c_CE_pos_IN_10A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 23:26,DETECTED. RT confirmed at 4.8,8231,40811
IN_10_B,6495c_CE_pos_IN_10B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.5,5/1/2024 15:12,DETECTED. RT confirmed at 4.8,20366,114475
IN_10_C,6495c_CE_pos_IN_10C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.45,5/1/2024 19:27,DETECTED. RT confirmed at 4.8,16248,102030
IN_100_A,6495c_CE_pos_IN_100A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/2/2024 1:08,DETECTED. RT confirmed at 4.8,10785,55193
IN_100_B,6495c_CE_pos_IN_100B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.42,5/1/2024 19:10,DETECTED. RT confirmed at 4.8,8677,48553
IN_100_C,6495c_CE_pos_IN_100C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 20:02,DETECTED. RT confirmed at 4.8,13002,72431
IN_1000_A,6495c_CE_pos_IN_1000A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/2/2024 0:51,DETECTED. RT confirmed at 4.8,9879,46078
IN_1000_B,6495c_CE_pos_IN_1000B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.51,5/1/2024 14:55,DETECTED. RT confirmed at 4.8,13516,71767
IN_1000_C,6495c_CE_pos_IN_1000C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 23:09,DETECTED. RT confirmed at 4.8,8991,44736
INR_0_A,6495c_CE_pos_INR_0A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/2/2024 0:17,DETECTED. RT confirmed at 4.8,8444,50264
INR_0_B,6495c_CE_pos_INR_0B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/1/2024 23:43,DETECTED. RT confirmed at 4.8,7273,31263
INR_0_C,6495c_CE_pos_INR_0C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.48,5/1/2024 15:46,DETECTED. RT confirmed at 4.8,14421,82239
INR_10_A,6495c_CE_pos_INR_10A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 22:52,DETECTED. RT confirmed at 4.8,10087,51073
INR_10_B,6495c_CE_pos_INR_10B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/1/2024 22:00,DETECTED. RT confirmed at 4.8,8837,46675
INR_10_C,6495c_CE_pos_INR_10C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.46,5/1/2024 18:19,DETECTED. RT confirmed at 4.8,7954,44441
INR_100_A,6495c_CE_pos_INR_100A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.41,5/1/2024 21:43,DETECTED. RT confirmed at 4.8,8241,49955
INR_100_B,6495c_CE_pos_INR_100B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.49,5/1/2024 17:11,DETECTED. RT confirmed at 4.8,12180,74802
INR_100_C,6495c_CE_pos_INR_100C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.4,5/2/2024 1:59,DETECTED. RT confirmed at 4.8,15199,73203
INR_1000_A,6495c_CE_pos_INR_1000A.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.42,5/1/2024 21:09,DETECTED. RT confirmed at 4.8,8814,53676
INR_1000_B,6495c_CE_pos_INR_1000B.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.45,5/1/2024 18:53,DETECTED. RT confirmed at 4.8,7938,47023
INR_1000_C,6495c_CE_pos_INR_1000C.d,Poly-unsaturated Fatty Acids_Long,"(C20:3) 5Z,8Z,11Z Eicosatrienoic acid",C20H34O2,305.248604,[M-H],light,4.39,5/2/2024 2:16,DETECTED. RT confirmed at 4.8,8515,43548
wakeup_01,6495c_CE_pos_wakeup_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.46,5/1/2024 8:41,DETECTED. RT confirmed at 6.4,361,1854
cleanup_01,6495c_CE_pos_cleanup_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/2/2024 3:24,DETECTED. RT confirmed at 6.4,298,265
PQC_01,6495c_CE_pos_PQC_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 13:47,DETECTED. RT confirmed at 6.4,78213,325940
PQC_02,6495c_CE_pos_PQC_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 14:04,DETECTED. RT confirmed at 6.4,77942,328605
PQC_03,6495c_CE_pos_PQC_03.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 14:21,DETECTED. RT confirmed at 6.4,78450,323175
PQC_04,6495c_CE_pos_PQC_04.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 14:38,DETECTED. RT confirmed at 6.4,70285,304694
PQC_05,6495c_CE_pos_PQC_05.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 16:37,DETECTED. RT confirmed at 6.4,69570,288022
PQC_06,6495c_CE_pos_PQC_06.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.49,5/1/2024 18:36,DETECTED. RT confirmed at 6.4,67689,289191
PQC_07,6495c_CE_pos_PQC_07.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/1/2024 20:35,DETECTED. RT confirmed at 6.4,63502,238004
PQC_08,6495c_CE_pos_PQC_08.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 22:35,DETECTED. RT confirmed at 6.4,64631,234059
PQC_09,6495c_CE_pos_PQC_09.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 0:34,DETECTED. RT confirmed at 6.4,59500,214452
PQC_10,6495c_CE_pos_PQC_10.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 2:33,DETECTED. RT confirmed at 6.4,56591,212755
mb_A_01,6495c_CE_pos_mb_A_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.53,5/1/2024 13:13,DETECTED. RT confirmed at 6.4,6213,31448
mb_A_02,6495c_CE_pos_mb_A_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 2:50,DETECTED. RT confirmed at 6.4,4712,16831
mb_B_01,6495c_CE_pos_mb_B_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.53,5/1/2024 13:30,DETECTED. RT confirmed at 6.4,6172,29866
mb_B_02,6495c_CE_pos_mb_B_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 3:07,DETECTED. RT confirmed at 6.4,3353,12400
sb_00,6495c_CE_pos_sb_00.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.59,5/1/2024 8:58,DETECTED. RT confirmed at 6.4,512,1370
sb_01,6495c_CE_pos_sb_01.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.6,5/1/2024 10:06,DETECTED. RT confirmed at 6.4,374,452
sb_02,6495c_CE_pos_sb_02.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.55,5/1/2024 12:56,DETECTED. RT confirmed at 6.4,316,121
WT_0_A,6495c_CE_pos_WT_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.43,5/2/2024 1:42,DETECTED. RT confirmed at 6.4,84811,323503
WT_0_B,6495c_CE_pos_WT_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 16:20,DETECTED. RT confirmed at 6.4,102613,447165
WT_0_C,6495c_CE_pos_WT_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 16:54,DETECTED. RT confirmed at 6.4,122983,545757
WT_10_A,6495c_CE_pos_WT_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/1/2024 22:18,DETECTED. RT confirmed at 6.4,135078,546827
WT_10_B,6495c_CE_pos_WT_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 16:03,DETECTED. RT confirmed at 6.4,73119,301610
WT_10_C,6495c_CE_pos_WT_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 17:45,DETECTED. RT confirmed at 6.4,88820,380628
WT_100_A,6495c_CE_pos_WT_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.47,5/1/2024 20:52,DETECTED. RT confirmed at 6.4,139304,587616
WT_100_B,6495c_CE_pos_WT_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 15:29,DETECTED. RT confirmed at 6.4,85985,369675
WT_100_C,6495c_CE_pos_WT_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 0:00,DETECTED. RT confirmed at 6.4,122144,471705
WT_1000_A,6495c_CE_pos_WT_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 21:26,DETECTED. RT confirmed at 6.4,92349,359146
WT_1000_B,6495c_CE_pos_WT_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 17:28,DETECTED. RT confirmed at 6.4,110519,456372
WT_1000_C,6495c_CE_pos_WT_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/1/2024 20:18,DETECTED. RT confirmed at 6.4,82625,323699
IN_0_A,6495c_CE_pos_IN_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.47,5/1/2024 19:44,DETECTED. RT confirmed at 6.4,46710,202300
IN_0_B,6495c_CE_pos_IN_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 1:25,DETECTED. RT confirmed at 6.4,45771,168908
IN_0_C,6495c_CE_pos_IN_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 18:02,DETECTED. RT confirmed at 6.4,56514,247771
IN_10_A,6495c_CE_pos_IN_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 23:26,DETECTED. RT confirmed at 6.4,48101,171398
IN_10_B,6495c_CE_pos_IN_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 15:12,DETECTED. RT confirmed at 6.4,86973,371764
IN_10_C,6495c_CE_pos_IN_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.46,5/1/2024 19:27,DETECTED. RT confirmed at 6.4,73081,302363
IN_100_A,6495c_CE_pos_IN_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/2/2024 1:08,DETECTED. RT confirmed at 6.4,30087,109417
IN_100_B,6495c_CE_pos_IN_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.46,5/1/2024 19:10,DETECTED. RT confirmed at 6.4,26059,102703
IN_100_C,6495c_CE_pos_IN_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.46,5/1/2024 20:02,DETECTED. RT confirmed at 6.4,45638,167341
IN_1000_A,6495c_CE_pos_IN_1000A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.43,5/2/2024 0:51,DETECTED. RT confirmed at 6.4,20072,71007
IN_1000_B,6495c_CE_pos_IN_1000B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.52,5/1/2024 14:55,DETECTED. RT confirmed at 6.4,30814,137346
IN_1000_C,6495c_CE_pos_IN_1000C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.43,5/1/2024 23:09,DETECTED. RT confirmed at 6.4,26699,95660
INR_0_A,6495c_CE_pos_INR_0A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.45,5/2/2024 0:17,DETECTED. RT confirmed at 6.4,37546,137819
INR_0_B,6495c_CE_pos_INR_0B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 23:43,DETECTED. RT confirmed at 6.4,25493,87537
INR_0_C,6495c_CE_pos_INR_0C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 15:46,DETECTED. RT confirmed at 6.4,50460,222918
INR_10_A,6495c_CE_pos_INR_10A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 22:52,DETECTED. RT confirmed at 6.4,66488,239440
INR_10_B,6495c_CE_pos_INR_10B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 22:00,DETECTED. RT confirmed at 6.4,46339,179788
INR_10_C,6495c_CE_pos_INR_10C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.49,5/1/2024 18:19,DETECTED. RT confirmed at 6.4,40806,172948
INR_100_A,6495c_CE_pos_INR_100A.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.44,5/1/2024 21:43,DETECTED. RT confirmed at 6.4,48237,180849
INR_100_B,6495c_CE_pos_INR_100B.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.51,5/1/2024 17:11,DETECTED. RT confirmed at 6.4,70951,298888
INR_100_C,6495c_CE_pos_INR_100C.d,Mono-unsaturated Fatty Acids_Long,(C20:1) Eicosenoic acid,C20H38O2,309.279905,[M-H],light,6.43,5/2/2024 1:59,DETECTED. RT confirmed at 6.4,122612,477985
